519,50,812,101,802,164,509,113
1024,209,1115,203,1115,219,1025,224
69,83,153,75,156,100,71,108
73,60,160,53,161,78,75,84
1017,195,1095,192,1096,207,1017,211
998,241,1060,238,1060,253,999,256
1001,228,1046,225,1047,239,1001,242
1007,385,1063,387,1063,402,1006,400
1000,355,1077,358,1077,373,1000,370
10,66,77,64,78,87,10,88
1004,313,1059,312,1060,326,1004,327
1063,313,1114,311,1115,326,1064,328
1018,182,1070,180,1070,194,1018,196
990,143,1038,137,1040,152,992,157
1106,146,1140,143,1141,158,1108,161
1061,154,1091,150,1092,164,1063,167
992,185,1024,182,1025,197,993,199
994,215,1022,213,1023,226,995,229
