995,197,1131,185,1134,224,998,236
1132,191,1233,177,1236,204,1135,217
987,254,1086,251,1086,272,987,275
1083,247,1149,244,1150,267,1084,270
937,209,989,205,990,237,939,241
1105,314,1165,317,1164,335,1105,331
995,373,1052,377,1051,394,994,390
1176,317,1238,320,1238,334,1175,332
1091,281,1134,283,1133,303,1090,301
1047,377,1110,380,1110,396,1047,393
1034,281,1095,283,1095,302,1033,300
1023,314,1076,317,1075,332,1022,329
1110,376,1152,382,1150,399,1108,394
1075,314,1111,317,1110,332,1074,330
978,315,1032,316,1032,330,978,329
962,371,1005,372,1005,391,962,389
1153,381,1184,384,1183,399,1152,396
1008,283,1037,283,1037,300,1008,299
967,260,1002,261,1002,275,967,274
