1030,356,1207,353,1208,404,1031,407
744,202,900,199,901,236,744,240
1033,402,1199,406,1198,435,1032,430
185,230,271,240,268,277,181,267
389,620,472,616,473,650,390,654
850,243,909,241,910,255,850,257
360,426,388,428,387,442,359,440
1021,163,1052,164,1052,178,1020,177
805,318,857,319,856,334,805,332
873,318,922,319,921,333,873,332
785,300,819,299,819,313,785,314
1042,177,1071,179,1070,191,1041,189
812,300,847,301,847,313,812,313
759,180,792,180,792,194,759,194
1017,178,1047,179,1047,191,1017,190
804,244,856,242,856,254,805,256
843,318,876,321,875,334,842,331
