950,407,1075,443,1066,478,941,442
1113,197,1277,186,1279,230,1115,241
792,538,904,610,882,649,770,577
749,30,843,-3,853,28,759,62
939,101,1007,89,1012,121,944,133
1007,88,1104,65,1110,95,1013,118
986,171,1075,162,1078,194,989,203
1008,52,1077,33,1084,60,1014,79
758,273,941,298,929,398,746,373
940,215,1015,212,1016,238,941,242
1167,298,1281,310,1278,346,1164,333
938,185,983,180,985,203,940,208
1020,207,1105,202,1107,235,1021,240
1065,439,1258,494,1249,530,1056,475
1017,325,1119,340,1114,375,1012,359
1084,292,1161,296,1160,327,1082,323
1076,165,1120,161,1123,188,1079,193
996,283,1084,295,1080,330,991,318
968,324,1027,332,1023,360,964,351
940,289,991,292,989,317,939,314
836,468,897,490,890,515,828,492
935,74,978,59,986,86,943,101
792,450,838,468,829,494,783,476
980,59,1011,53,1016,80,985,86
