1097,21,1210,-5,1218,31,1105,59
689,337,803,330,803,346,690,352
1078,126,1145,113,1150,140,1082,152
700,317,791,311,792,326,701,332
748,241,803,237,804,260,749,263
680,248,738,242,739,264,682,270
739,163,799,165,799,190,738,188
683,46,737,44,738,67,683,69
714,97,768,99,767,115,714,113
672,167,740,165,741,189,672,191
737,46,800,49,799,71,736,68
903,85,960,71,966,101,909,115
727,78,767,80,766,95,726,93
646,83,678,80,679,98,647,101
684,78,723,80,722,98,683,96
774,82,805,84,804,99,773,97
