215,193,374,135,399,216,240,274
267,533,362,459,377,482,282,556
150,152,167,166,113,240,96,226
58,85,72,98,21,162,7,149
429,605,462,614,439,711,406,702
631,558,650,556,654,614,635,616
505,49,567,39,570,63,508,73
683,144,730,140,731,154,684,158
541,276,587,272,588,290,542,294
360,456,418,413,430,431,372,474
428,4,439,13,391,77,380,68
277,312,317,293,323,308,283,327
710,356,757,352,758,366,711,369
552,350,599,347,600,365,553,368
712,419,753,417,753,429,713,431
716,248,767,245,767,258,716,260
528,183,577,180,578,199,529,202
717,456,775,454,776,469,717,471
700,315,737,314,738,326,701,328
298,346,347,325,353,341,303,362
310,321,347,302,353,315,316,334
726,236,760,234,761,247,726,249
664,8,697,4,698,17,665,21
696,3,729,1,730,14,697,16
99,38,115,53,54,129,37,114
731,138,762,137,763,150,731,152
762,233,790,231,791,245,762,247
782,453,812,452,813,465,782,467
322,291,350,279,355,293,327,305
347,282,371,272,376,285,351,295
350,301,379,288,384,300,355,313
267,-7,281,3,253,44,239,33
259,344,288,333,293,349,264,359
698,238,728,237,728,250,699,250
342,324,371,314,375,328,346,338
284,333,311,320,317,334,290,346
142,-11,159,3,114,63,97,49
