219,138,315,128,317,152,221,162
938,164,999,158,1001,183,940,189
161,447,216,451,215,470,159,465
1185,92,1244,89,1244,102,1185,105
321,134,380,127,382,141,323,149
149,256,209,254,210,271,149,273
1009,124,1060,120,1061,134,1010,137
435,120,488,115,489,129,436,134
1011,136,1060,133,1061,147,1012,150
165,349,204,353,203,371,164,367
1013,111,1053,108,1054,121,1014,125
380,127,409,124,411,138,381,141
165,154,215,146,217,163,167,171
1013,153,1049,148,1050,160,1014,164
408,124,437,121,438,133,409,136
1237,87,1265,86,1265,99,1238,100
